html_url,manual_label
https://github.com/ABMalhotra/PhD-Thesis,0
https://github.com/tfresource/tfresource-website,1
https://github.com/olivesgatech/SeismicSaliency_GP2018,1
https://github.com/neurosim/MLP_NeuroSim_V3.0,1
https://github.com/MGreenberg58/MGreenberg58,1
https://github.com/dfrank6/Brainwave-Music-Generation,1
https://github.com/DAMO-DI-ML/KDD2022-Tutorial-Time-Series,0
https://github.com/sumitkeswani/fakeReviewerDetection,1
https://github.com/ScottDaniels/labaaoom,1
https://github.com/lorenaegea/VBA-challenge,1
https://github.com/jiaosiyu1999/MAFT-Plus,1
https://github.com/kbachlaus/SQL,0
https://github.com/qingsongedu/timeseries-tutorial-kdd-2022,1
https://github.com/PacktPublishing/Architecting-High-Performance-Embedded-Systems,0
https://github.com/avatarmh/OMSCS-7641,1
https://github.com/fccf/awsome-NTE-solver,0
https://github.com/eas2655-taka/RSO,1
https://github.com/markchanec/Gold-vs-Inflation-Data-Analysis,1
https://github.com/Bowlinmaster/cachesim,1
https://github.com/brianwade1/quadcopter_with_PID_controller,1
https://github.com/jembi/bsis,0
https://github.com/sadachi39/CNN-Transformer-Image-Segmentation,1
https://github.com/domfrecent/Supervised-Learner-Comparison,1
https://github.com/mokonzi131/gatech-gos3,1
https://github.com/matteozullo/GaTech_Econ8803,1
https://github.com/sysusysu/BirdFlu_Phase1,1
https://github.com/poloclub/transformer-explainer,1
https://github.com/riamitra/hello-world,0
https://github.com/ufrisk/kaslrfinder,0
https://github.com/mokonzi131/gatech-gos1,1
https://github.com/YoussefSultan/geo-shap,1
https://github.com/triton-wolfe/gh-projects,1
https://github.com/CalebBunch/CalebBunch,1
https://github.com/bryanchun/CX4242,1
https://github.com/nTh0rn/nTh0rn,1
https://github.com/dataandsignal/libmusic_m,1
https://github.com/healthdisparities/fulbright-symposium-2021,1
https://github.com/wjc852456/Neural-Networks-on-Silicon,0
https://github.com/de314/GaTechCompBioSpring12,1
https://github.com/sunsiy10/BspTreeBooleanOperation,1
https://github.com/msunglim/SampleChatApp,1
https://github.com/qusers/Q6,1
https://github.com/catalyst-team/awesome-catalyst-list,1
https://github.com/ridw88/Computational-Investing-1,1
https://github.com/xzhou473/Sargassum-Tropical-Atlantic-Drivers,1
https://github.com/NVlabs/learningrigidity,1
https://github.com/liu-xueyang/mxyliu,1
https://github.com/XinzeWang/Space-Trader,1
https://github.com/slimgroup/JUDI4Flux.jl,1
https://github.com/Grimes-Gif/ML_Psychiatric,1
https://github.com/shahrokhx/Intro_to_ESN,1
https://github.com/RZdataprojects/Intro_to_Computer_Vision,1
https://github.com/NicholasLeone/roomba_navigation,1
https://github.com/BShoffeitt/quantum_tomography_MLE,1
https://github.com/bgwcodes17/Virtual-Resume,1
https://github.com/harshithlanka3/harshithlanka3,1
https://github.com/samueljhart0/NLP-Final,1
https://github.com/MahdiNabil/CFD-PC,0
https://github.com/jsweitz/covid19-git-plateaus,1
https://github.com/Ladder99/ladder99,0
https://github.com/nobodywasishere/AxBench,0
https://github.com/valeman/awesome-conformal-prediction,0
https://github.com/ghliu/mdm,1
https://github.com/Valentinagrando/TsBookland,0
https://github.com/haiderlab/DP-Lick-Detector,0
https://github.com/gunagg/zson,1
https://github.com/aqeelanwar/aqeelanwar,1
https://github.com/paulchoi123/Georgia-Tech,1
https://github.com/rishabhcpatel/CS-1371,1
https://github.com/Lindsey-Eidson/CS_4460_fall2016,1
https://github.com/Maratyszcza/FP16,1
https://github.com/denisecase/cs-education-trends,0
https://github.com/eroelke/asim,1
https://github.com/pkutz3/CS3600,1
https://github.com/brakmic/Sinkholes,0
https://github.com/ga642381/Speech-Prompts-Adapters,0
https://github.com/sslab-gatech/sgx101-gitbook,1
https://github.com/mokonzi131/gatech-gos2,1
https://github.com/benjaminwilcox/ghidra-server-iac,1
https://github.com/Mr-222/ofm_dynamic,0
https://github.com/coskunlab/Subcellular-3D-spatially-resolved-transcriptional-density-and-function-of-single-stem-cells,0
https://github.com/my-legacy-code/CollegeHacks,0
https://github.com/bjackson2022/pandas-challenge,1
https://github.com/git-disl/SEJE,1
https://github.com/apanimesh061/VaderSentimentJava,1
https://github.com/farhankarim/MY-COMPUTER-SCIENCE-CURRICULUM,0
https://github.com/ausbin/nsdo,1
https://github.com/samcrane8/FlyRight,1
https://github.com/mebmiranda/U.S.-Flight-Delay-and-Cancellation-Prediction,0
https://github.com/modelica-3rdparty/OpenHydraulics,0
https://github.com/thepav/LostAndFound,1
https://github.com/shangtse/robust-physical-attack,1
https://github.com/rushilgoyal/software-engineering-for-data-scientists,0
https://github.com/matthewbuddensick/lost-imdb-analysis,1
https://github.com/xinyuz1996/cherry,1
https://github.com/alphanumericslab/ecg-image-kit,1
https://github.com/openluopworld/mirror-wrapfs,1
https://github.com/gururaj-s/mirage,0
https://github.com/bcrafton/ssdfa,0
https://github.com/jj10306/FyeFO,1
https://github.com/arechawla/AstroWorld_SpaceTrader,1
https://github.com/zhuyinghua1203/cv_solutions,1
https://github.com/ryancdiaz/Civ-Analog-Game,1
https://github.com/helenamlin/MSUA-Capstone,0
https://github.com/orso-research-lab/xpert,1
https://github.com/olivesgatech/SeismicSaliency_ICIP2017,1
https://github.com/chrisblanton/gatech_optimization101,1
https://github.com/agattu1/agattu1,1
https://github.com/pavponn/machine-learning-gatech,1
https://github.com/lorenaegea/python-api-challenge,1
https://github.com/gauresh10/DIGITAL-IMAGE-PROCESSING-ECE_6258,1
https://github.com/bigquantum/yolohtli,1
https://github.com/dutykh/ConformalEulerDeepWater,0
https://github.com/tlhuwen/CS7641,1
https://github.com/gt-security-seminar/gt-security-seminar.github.io,1
https://github.com/lakshya0202/SwitchQueues,1
https://github.com/sachitkuhar/PLUM,1
https://github.com/shresht-y/CS1331---Object-Oriented-Programming,1
https://github.com/neurosim/DNN_NeuroSim_V1.1,1
https://github.com/fatemehghasemiii/PNU_3991_AR,0
https://github.com/danielpark-dev/Subway-Announcement-System-Research-Paper,1
https://github.com/venkatramanrenganathan/Covariance-Steering-With-Optimal-DR-Risk-Allocation,1
https://github.com/hannahpatellis/gthousedash,1
https://github.com/gthparch/macsim,1
https://github.com/kamerlinlab/WatCon,1
https://github.com/accoderoverseas/ECE4122-Advanced-Programming-Techniques-for-Engineering-Applications-Georgia-Institute-of-Technology,1
https://github.com/qjin34/GitTest,1
https://github.com/shahrokhx/StructuralAnalysis_SampleCodes,1
https://github.com/lorenaegea/deep_learning_challenge,1
https://github.com/adithya-r-01/otter-interaction-data-processing,1
https://github.com/Imperssonator/OFET-Database,1
https://github.com/yuvipaloozie/yuvipaloozie,1
https://github.com/rpatel917/Efficient_Superpixel_Segmentation,1
https://github.com/sherzig/SyMo,1
https://github.com/RZFan525/NLP-PhD-Application-In-The-World,1
https://github.com/dyna-code/dyna-code,0
https://github.com/duoweiyang/college_dataVis,1
https://github.com/crnishu/crnishu,0
https://github.com/chuang95/KEA,1
https://github.com/AmanTahiliani/webcrawler,0
https://github.com/wonholim02/Data_Structures-and-Algorithms,1
https://github.com/mduezguen3/Georgia-Institute-of-Technology-SIPLab,1
https://github.com/SayanSeth/Sim.I.am,1
https://github.com/neurosim/NS-Cache,1
https://github.com/nikeshghimire77/nikeshghimire77,0
