id,node_id,name,full_name,private,owner,html_url,description,fork,created_at,updated_at,pushed_at,homepage,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,archived,disabled,open_issues_count,license,allow_forking,is_template,web_commit_signoff_required,visibility,forks,open_issues,watchers,default_branch,score,organization,readme,contributors,manual_label,prediction,release_downloads,code_of_conduct,contributing,security_policy,issue_templates,pull_request_template,subscribers_count,,,Groups/Clubs,Organizations
34025235,MDEwOlJlcG9zaXRvcnkzNDAyNTIzNQ==,StudyBuddy,darrenlin9/StudyBuddy,0,darrenlin9,https://github.com/darrenlin9/StudyBuddy,Team project for UCSD CSE 110.,0,2015-04-16 00:15:59+00:00,2015-04-16 00:15:59+00:00,2015-05-10 00:05:53+00:00,,88,0,0,,1,1,1,1,0,0,3,0,0,0,,1,0,0,public,3,0,0,master,1,,,['darrenlin9'],1,0.61,0,,,,,,3,,,,
382315241,MDEwOlJlcG9zaXRvcnkzODIzMTUyNDE=,ucsandiego_dsa_psets,dcvallejosjr/ucsandiego_dsa_psets,0,dcvallejosjr,https://github.com/dcvallejosjr/ucsandiego_dsa_psets,my answer to the pset/coding exercises from UC San Diego DSA course,0,2021-07-02 10:45:33+00:00,2021-08-17 16:44:20+00:00,2021-08-17 16:44:17+00:00,,127,0,0,C++,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,,['dcvallejosjr'],1,0.79,0,,,,,,1,,,,
84863183,MDEwOlJlcG9zaXRvcnk4NDg2MzE4Mw==,UCSD-RoboFishy,dheideman/UCSD-RoboFishy,0,dheideman,https://github.com/dheideman/UCSD-RoboFishy,,0,2017-03-13 18:54:23+00:00,2017-05-07 02:00:25+00:00,2017-07-06 10:17:54+00:00,,5012,3,3,C++,1,1,1,1,0,0,2,0,0,0,mit,1,0,0,public,2,0,3,master,1,,,"['gmarcy07', 'justindho', 'dheideman', 'stusona', 'jtharvey']",0,0.75,0,,,,,,2,,,,
234709505,MDEwOlJlcG9zaXRvcnkyMzQ3MDk1MDU=,SEMal,dipta007/SEMal,0,dipta007,https://github.com/dipta007/SEMal,Predict Malonylation Sites from a protein sequence using both structural and evolutionary information,0,2020-01-18 09:15:26+00:00,2023-10-03 04:00:59+00:00,2023-10-03 04:01:45+00:00,,3442,0,0,Python,1,1,1,1,0,0,4,0,0,30,mit,1,0,0,public,4,30,0,master,1,,"## Official Implementation of [SEMal: Accurate Protein Malonylation Site Predictor Using Structural and Evolutionary Information](https://www.sciencedirect.com/science/article/abs/pii/S001048252030353X)

Predict Malonylation Sites from a protein sequence using both structural and evolutionary information

## Flowchart
![Flowchart](./flowchart.jpg)

## STEPS:  
    1. elm to .csv convert:
        Run ""1_elm_to_csv"" with proper function parameters (input is the .elm file downloaded from ""http://plmd.biocuckoo.org/download.php""

    2. .csv to mathematical sequence:
        Run ""2_mathematical_seq"" with proper function parameters (input is the output from previous step)
        0 = Non_sites
        1 = Sites
        2 = Others

    3. Get proteins in fasta format:
        Run ""3_fasta.py"" with proper function parameters (input is the output from previous step)

    4. CD_HIT to eliminate identical proteins:
        Run CDHIT (http://weizhong-lab.ucsd.edu/cdhit_suite/cgi-bin/index.cgi?cmd=cd-hit)

    5. Get Unique fastas in different files:
        Run ""4_unique_seq_different_file"" to get the fastas in different files for getting PSSM

    6. Get PSSM
        Run PSSM on the cloud using the scripts.sh folder commands

    7. Get SPD3
        Run SpiderLocal to get the SPD3 files

    8. Get Statistics
        Run ""5_how_many_sites.py"" to get number of sites and non-sites
",['dipta007'],0,0.58,0,,,,,,1,,,,
882916087,R_kgDONKA69w,object-oriented-programming-in-java-university-of-california-san-diego,don-maleesha/object-oriented-programming-in-java-university-of-california-san-diego,0,don-maleesha,https://github.com/don-maleesha/object-oriented-programming-in-java-university-of-california-san-diego,"This repository contains demos and assignments for the Object Oriented Programming (OOP) course in Java from the University of California, San Diego. It showcases practical examples, coding assignments, and projects that explore fundamental and advanced OOP concepts.",0,2024-11-04 03:18:50+00:00,2024-11-04 03:48:34+00:00,2024-11-04 03:48:30+00:00,,1,0,0,,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,,['don-maleesha'],1,0.64,0,,,,,,1,,,,
79676224,MDEwOlJlcG9zaXRvcnk3OTY3NjIyNA==,models-legacy,DSE-capstone-sharknado/models-legacy,0,DSE-capstone-sharknado,https://github.com/DSE-capstone-sharknado/models-legacy,BPR-Based Recommender Systems for Amazon Dataset,0,2017-01-21 22:15:01+00:00,2019-11-22 01:36:18+00:00,2017-05-25 20:27:40+00:00,sharknado.eggie5.com,144,3,3,C++,1,1,1,1,0,0,4,0,0,0,,1,0,0,public,4,0,3,master,1,1,"# Amazon Dataset RecSys Models

Includes reference implementations for:

* BMR: https://arxiv.org/pdf/1205.2618.pdf
* VBMR: https://arxiv.org/pdf/1510.01784.pdf
* TVBMP: https://arxiv.org/pdf/1602.01585.pdf

recommender systems trained on an Amazon Reviews dataset:

Dataset: http://jmcauley.ucsd.edu/data/amazon/

Original Code: https://sites.google.com/a/eng.ucsd.edu/ruining-he/ ( Ruining He)

## Requirements

Traditional gcc tool-chain setup, i.e. not a mac (LLVM).  * See Docker notes below *

* compiler support for openmp (ubuntu: `sudo apt install libomp-dev`)
* armidillo lib (ubuntu: `sudo apt-get install libarmadillo-dev`)


## Preprocessing

### Transform

All the models need the reviews dataset in a simplified format (CSV), use the `convert_to_simple.py` util to do this:

```
python convert_to_simple.py reviews_Clothing_Shoes_and_Jewelry.json.gz reviews_simple.gz
```

It is now possible to train w/ this output file which is all reviews across all categories of clothing. It is often useful to segment across categories: 

### Segmentation

It is useful for evaluation to segment the clothing dataset into:

* women
* men
* boys
* girls
* baby 

using the `getClothingSubReviews` script.

For input it takes the gzipped simplified output from above and a meta data file which has some category mappings:

 https://storage.googleapis.com/sharknado-recsys-public/productMeta_simple.txt.gz

The command takes the simplified dataset file and the metadata as input:

```
 ./getClothingSubReviews ../data/clothing_full.gz ../data/productMeta_simple.txt
```

 This will generate these segmented review files (which you need to gzip to use in the training program):

```
reviews_Baby.txt
reviews_Boys.txt
reviews_Girls.txt
reviews_Men.txt
reviews_Women.txt
```



## Build Suite

To build the suite, run the `Makefile`, by typing `make` in the project directory. This will build a binary named `train`.


### Training

To train all the models, pass in the following args:

1. Review file path — the simplified dataset
2. Img feature path — the image features
3. Latent Feature Dim. (K) — hyperparameter
4. Visual Feature Dim. (K') — hyperparameter
5. alpha (for WRMF only) — hyperparameter
6. biasReg (regularizer for bias terms) — hyperparameter
7. lambda  (regularizer for general terms) — hyperparameter
8. lambda2 (regularizer for \""sparse\"" terms) — hyper-parameter
9. Epochs (number of epochs)
10. Max iterations
11. Corpus/Category name under \""Clothing Shoes & Jewelry\"" (e.g. Women)

Although some parameters don't apply to some of the models, they are just passed in bulk.

To start the training routine:

```
./train simple_out.gz image_feat.gz 20 k2 alpha 10 10 lambda2 epoch 10 ""Clothing/women""
```

Example Output:

```
{
  ""corpus"": ""simple_out.gz"",
  Loading votes from simple_out.gz, userMin = 5, itemMin = 0  ....

  Generating votes data
  ""nUsers"": 39387, ""nItems"": 23033, ""nVotes"": 278677

<<< BPR-MF__K_20_lambda_10.00_biasReg_10.00 >>>

Iter: 1, took 0.266870
Iter: 2, took 0.247799
Iter: 3, took 0.250260
Iter: 4, took 0.248863
Iter: 5, took 0.262415
[Valid AUC = 0.358993], Test AUC = 0.360745, Test Std = 0.305036
Iter: 6, took 0.245542
Iter: 7, took 0.245433
Iter: 8, took 0.236978
Iter: 9, took 0.236842
Iter: 10, took 0.234738
[Valid AUC = 0.610926], Test AUC = 0.611459, Test Std = 0.294283


 <<< BPR-MF >>> Test AUC = 0.611459, Test Std = 0.294283


 <<< BPR-MF >>> Cold Start: #Item = 11453, Test AUC = 0.554613, Test Std = 0.300705

Model saved to Clothing__BPR-MF__K_20_lambda_10.00_biasReg_10.00.txt.
}
```

### Computational Note

The training routine heavy make use of threading. In experimentation we have been able to utilize 15 cores during training. This is especially important during the expensive AUC calculation.

##Docker

To run the docker image:

```
docker run -v ~/Development/DSE/capstone/UpsDowns:/mnt/mac  -ti updowns /bin/bash
```

the `v` flag will mount the source repot to `/mnt/mac` in the container.


## Models

### BPR

On Amazon, regularization hyper-parameter lambda=10 works the best for BPR-MF, MM-MF and VBPR in most cases. 


### VBPR

```
../tools/getClothingSubImgFeatures _image_features_Clothing_Shoes_and_Jewelry.b productMeta_simple.txt.gz
```

```
./train data/reviews_Women.txt data/image_features_Women.b 10 10 na 1 1 1 na 10 ""women""
```
",['eggie5'],0,0.75,0,,,,,,5,,,,
252617562,MDEwOlJlcG9zaXRvcnkyNTI2MTc1NjI=,unfolding-maps,ducanhitz/unfolding-maps,0,ducanhitz,https://github.com/ducanhitz/unfolding-maps,Object oriented java coursera specialization,0,2020-04-03 02:50:18+00:00,2022-10-05 11:35:59+00:00,2015-09-17 17:56:30+00:00,,11760,0,0,,0,1,1,1,0,0,0,0,0,0,other,1,0,0,public,0,0,0,master,1,,"unfolding_app_template and UC San Diego/Coursera MOOC starter code
==================================================================

This is a skeleton to use Unfolding in Eclipse as well as some starter
code for the Object Oriented Programming in Java course offered by 
UC San Diego through Coursera.

A very basic Unfolding demo you'll find in the source folder in the default package. 
For more examples visit http://unfoldingmaps.org, or download the template with
examples.

The module folders contain the starter code for the programming assignments
associated with the MOOC.

Get excited and make things!


INSTALLATION

Import this folder in Eclipse ('File' -> 'Import' -> 'Existing Projects into
Workspace', Select this folder, 'Finish')


MANUAL INSTALLATION

If the import does not work follow the steps below.

- Create new Java project
- Copy+Paste all files into project
- Add all lib/*.jars to build path
- Set native library location for jogl.jar. Choose appropriate folder for your OS.
- Add data/ as src


TROUBLE SHOOTING

Switch Java Compiler to 1.6 if you get VM problems. (Processing should work with Java 1.6, and 1.7)


",[],1,0.74,0,,,,,,0,,,,
205411462,MDEwOlJlcG9zaXRvcnkyMDU0MTE0NjI=,ECE-269-Linear-Algebra-and-Applications,e3u3/ECE-269-Linear-Algebra-and-Applications,0,e3u3,https://github.com/e3u3/ECE-269-Linear-Algebra-and-Applications,Final project from Fall 2017 semester at University of California San Diego ECE Linear Algebra and Applications,0,2019-08-30 15:42:41+00:00,2019-08-30 15:42:44+00:00,2019-06-01 03:37:26+00:00,,7184,0,0,MATLAB,0,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,,['Ag8833'],1,0.61,0,,,,,,0,,,,
563184399,R_kgDOIZGDDw,haskell-dino-run,Easonrust/haskell-dino-run,0,Easonrust,https://github.com/Easonrust/haskell-dino-run,,0,2022-11-08 04:29:54+00:00,2022-12-15 01:03:39+00:00,2022-12-07 01:28:41+00:00,,57,4,4,Haskell,1,1,1,1,0,0,0,0,0,0,apache-2.0,1,0,0,public,0,0,4,main,1,,"# DINO RUNNN!
We plan to develop an arcade game using brick library in Haskell named DINO RUNNN! DINO RUNNN! is an endless runner game  which is inpired by Chrome Dino developed by Google. In this game, our hero dino runs at full speed to avoid his predators. Players will be using keyboards to help the character avoid all obstacles and rush to the end. The dinosaur needs to jump over bushes and Cactaceae without getting hurt and it can reach some bonus food to get score bonus. It also needs to cope with other challenges on the road. The difficulty of this adventure will gradually increase along this journey. Watch out, before your fail the game by letting dino get hurt.
Once the game is finished(the player fails the game), the player will receive their scores and ranking.

## Goals
- [ ] Use the keyboard to control the dinosaur's vertical movement
- [ ] Automatically generate views, obstacles and bonus food along the road
- [ ] Gradually increase the game difficulty (speed, obstacle amount) over time
- [ ] Display scoreboard at the end

## Architecture

- Dino: Inspired by Samy's tutorial of the Snake. This component is designed to deal with all the events that occur in the game stage. Currently, the code file includes functions that deal with 3 major tasks: 
1. Check whether Dino dies or collides with the barrier. 
2. Determine the height and velocity of Dino. 
3. Generate bush/barriers during the game.
- UI: Built by Brick. Shows the game start/game over user interfaces, with a scoreboard indicating the player's score during the game.Contains the main logic of the game


## Challenges
1. Jumping Height 
Dino accidentally gets the ability to control jumping height. The group needs to deal with the surprise.
-> Sol1: Find out the code snippets that make this trouble and tackle this problem with a total prohibition of ""jumping in the air""
-> Sol2: We can use it as a special feature of the game, making it more fun for players to use this trick coping the challenges they met.

2. Avatar Size
Dino's avatar size is way too large for the display. It either takes up 1/4 of the screen or cannot be properly displayed in a small window.
->Sol1: Increase the resolution of the gaming window and enlarge the barrier to make them compatible with Dino
->Sol2: Modify the array that defines Dino's shape to make a smaller version of Dino.

3. Time Conflicts 
Most team members need to prepare for the final exams and interviews next 2 weeks. There are still a few issues that need to be discussed and settled.
-> Sol1: Confirm a time slot for future discussion. Survey each team member for their schedule in the next week. Meanwhile use WeChat to share ideas.


## Progress
- Successfully create the game start page and jump from it to the game playing page.
- Implemented the gravity function, and fixed a bug that allows Dino to start jumping in the air.
- Added UIs for the Start and End of this game.
- Implemented collision detection and death check functions.
- Implemented character/bushes animation.
- Refactored the Dino avatar with a pixel-style sketch of high quality.


## Team Members
- Shiting Ding (s1ding@ucsd.edu)
- Zhiyuan Chai (zhchai@ucsd.edu)
- Le Yang (ley004@ucsd.edu)
- Xinyu Zhou (xiz143@ucsd.edu)

## Reference
- https://en.wikipedia.org/wiki/Dinosaur_Game
- https://github.com/jtdaugherty/brick/
","['Easonrust', '181830014', 'NellyZhou', 'DDDSSSTTT']",1,0.7,0,,,,,,1,,,,
220064156,MDEwOlJlcG9zaXRvcnkyMjAwNjQxNTY=,Bioinformatics_Specialization,egeulgen/Bioinformatics_Specialization,0,egeulgen,https://github.com/egeulgen/Bioinformatics_Specialization,Solution implementations for the code challenges in the Bioinformatics Specialization by UCSD,0,2019-11-06 18:32:33+00:00,2024-12-13 12:34:32+00:00,2021-05-24 09:10:19+00:00,,5320,5,5,Python,1,1,1,1,0,0,1,0,0,0,mit,1,0,0,public,1,0,5,master,1,,,['egeulgen'],1,0.45,0,,,,,,1,,,,
173729412,MDEwOlJlcG9zaXRvcnkxNzM3Mjk0MTI=,unfolding_maps,elenakhas/unfolding_maps,0,elenakhas,https://github.com/elenakhas/unfolding_maps,"A project for the Object Oriented Programming in Java course (Coursera.org, UC San Diego, Duke University)",0,2019-03-04 11:07:58+00:00,2019-03-04 11:15:20+00:00,2019-03-04 11:15:18+00:00,,12220,0,0,Java,1,1,1,1,0,0,0,0,0,0,other,1,0,0,public,0,0,0,master,1,,"# Unfolding_maps




The project for the course ""Object Oriented Programming in Java"".

The project uses the Processing library (https://processing.org/reference/libraries/) and is implemented as a PApplet.

Besides completing the required methods, two extensions were implemented:

1.  AIRPORTS WHERE I TRAVELED

![Airports](airportmap.jpg)

Airports Map:
The map shows the airports I traveled to. When you hover over an airport, its name, code, city and country are displayed. When you click on an airport, the routes and destination airports from this airport are displayed, everything else is hidden.


2. EARTHQUAKES THREATENING CITIES


![Earthquakes](earthquakes.jpg)

When you click on a city, a window with some earthquake related information about the city id displayed under the key, it includes: the name of the city, country, the number of earthquakes this city is in the threat circle of, the name and the place of the most recent earthquake close to this city, the average magnitude of all the earthquakes this city was affected by.

In EarthquakeCityMap class:

* implemented the display() method that sets the instructions on how to draw the information panel and what information to print for the lastClicked city marker: it calls getCity(), getCountry(), getPopulation(), numberOfEarthquakes(), mostRecentQuake(), averageMagnitude() methods to display information and processing library methods for modifying shapes and texts;
* added a call to display() in the draw() method;
* implemented  numberOfEarthquakes() method that counts all the earthquakes close to the city (according to the size of the threat circle);
* implemented  mostRecentQuake () method that compares the time of the earthquakes the clicked city in in the threat circle of, finds the most recent one and gets its name by calling getTitle() method. If there is not one, it returns a string ""No recent quake"";
* implemented averageMagnitude()  methods that calculates average magnitude of the quakes that affect the clicked city;
* implemented a compareTime() method that compares the year, month, day and time of an earthquake step by step and returns the most recent one.


__Additions__:

In ParseFeed class:

* modified parseEarthquake() method so that it parses the information about the time of the earthquake;

In EarthquakeMarker class:

* added getters getMonth(), getYear(), getDay(), getTime() to use in compareTime() method;

In AirportMap class:

* implemented data structures: List <String> MyCities containing cities read from a file, ArrayList <Marker> airportsTo containing destination airports from a clicked airport, erases after each click;
* implemented readMyAirports() method that reads a text file into a List of Strings MyCities;
* implemented modified methods mouseMoved(), selectMarkerIfHover(), mouseClicked(), unhideMarkers() similar to the ones in the previous assignments; 
* implemented checkAirportsForClick(), showDestinations(), displayRoutes() methods;  checkAirportsForClick() checks if an airport was clicked, calls showDestinations() method that hides markers that are not clicked and not destination airports for a clicked marker, displayRoutes() that unhides the route markers from a clicked airport;
* added getters and setters.
",['elenakhas'],1,0.75,0,,,,,,0,,,,
19714225,MDEwOlJlcG9zaXRvcnkxOTcxNDIyNQ==,talk-2014,ellisonbg/talk-2014,0,ellisonbg,https://github.com/ellisonbg/talk-2014,A series of talks that I gave about Jupyter/IPython during 2014,0,2014-05-12 20:28:11+00:00,2015-10-14 19:22:17+00:00,2014-10-30 21:21:21+00:00,,20634,4,4,Python,1,1,1,1,0,0,3,0,0,1,mit,1,0,0,public,3,1,4,master,1,,,['ellisonbg'],0,0.79,0,,,,,,3,,,,
146743975,MDEwOlJlcG9zaXRvcnkxNDY3NDM5NzU=,Data_Structures_and_Algorithms_Specialisation,engrravijain/Data_Structures_and_Algorithms_Specialisation,0,engrravijain,https://github.com/engrravijain/Data_Structures_and_Algorithms_Specialisation,Specialisation course by University of California San Diego and National Research University Higher School of Economics,0,2018-08-30 12:07:33+00:00,2018-08-30 12:12:36+00:00,2018-08-30 12:12:33+00:00,,4877,0,0,Java,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,# Data_Structures_and_Algorithms_Specialisation,[],1,0.69,0,,,,,,0,,,,
308783124,MDEwOlJlcG9zaXRvcnkzMDg3ODMxMjQ=,UCSDUnfoldingMaps,Ericsong2333/UCSDUnfoldingMaps,0,Ericsong2333,https://github.com/Ericsong2333/UCSDUnfoldingMaps,,0,2020-10-31 01:50:56+00:00,2020-10-31 02:00:29+00:00,2020-10-31 02:00:25+00:00,,11706,0,0,Java,1,1,1,1,0,0,0,0,0,0,other,1,0,0,public,0,0,0,main,1,,,['Ericsong2333'],1,0.75,0,,,,,,1,,,,
125433442,MDEwOlJlcG9zaXRvcnkxMjU0MzM0NDI=,DFT-leakage-phenomena,eriksandstroem/DFT-leakage-phenomena,0,eriksandstroem,https://github.com/eriksandstroem/DFT-leakage-phenomena,"Project in DSP studying the DFT leakage phenomena, ECE161B, University of California, San Diego",0,2018-03-15 22:30:12+00:00,2018-03-16 03:14:28+00:00,2018-03-16 03:14:27+00:00,,462,0,0,,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,master,1,,"# DFT-leakage-phenomena
The objective of this project is to study the phenomena usually referred to spectral leakage or DFT leakage. The phenomena is important to understand in order to analyze discrete time signals correctly. MatLab is used for implementation.
",['eriksandstroem'],1,0.53,0,,,,,,0,,,,
565717795,R_kgDOIbgrIw,Algorithms-toolbox-answers-CPP,Esraa-alii/Algorithms-toolbox-answers-CPP,0,Esraa-alii,https://github.com/Esraa-alii/Algorithms-toolbox-answers-CPP,This repository will contain my work from the Master Algorithmic Programming Techniques Specialization that was created by UC San Diego and delivered through Coursera. I will be implementing solutions in C++.,0,2022-11-14 07:13:21+00:00,2023-02-18 20:43:19+00:00,2023-01-28 16:17:15+00:00,,1058,0,0,C++,1,1,1,1,0,0,0,0,0,0,,1,0,0,public,0,0,0,main,1,,"<div align=""center"">
 
![Component 8](https://user-images.githubusercontent.com/40190772/83211365-3a474080-a15d-11ea-8064-3c1c5ce2ed57.png)


</div>






</div>

# 🌟 Algorithmic Toolbox

> This repository will contain my work from the [Master Algorithmic Programming Techniques Specialization](https://www.coursera.org/specializations/data-structures-algorithms) that was created by UC San Diego and delivered through Coursera. I will be implementing solutions in C++.



## About This Specialization

> The Specialization covers algorithmic techniques for solving problems arising in computer science applications. It is a mix of theory and practice: you will not only design algorithms and estimate their complexity, but you will get a deeper understanding of algorithms by implementing them in the programming language of your choice (C, C++, C#, Haskell, Java, JavaScript, Python2, Python3, Ruby, and Scala).

> This Specialization is unique, because it offers two real-world projects. Advanced Shortest Paths project is offered in the end of the Algorithms on Graphs course. In this project, you'll deal with road network analysis and social network analysis. You'll learn how to compute the fastest route between New York and Mountain View thousands of times faster than classic algorithms and close to those used in Google Maps.

> Through Genome Assembly culminating project at the end of the Specialization, you'll learn how to assemble genomes from millions of short pieces and how algorithms fuel recent developments in personalized medicine.


## 📝 Table of Content
- [Week-1](/week1_programming_challenges)[ (pdf) ](/week1_programming_challenges/week1_programming_challenges.pdf)
  * [Sum of two Digits](/week1_programming_challenges/1_sum_of_two_digits)
  * [Maximum Pairwise Product](/week1_programming_challenges/2_maximum_pairwise_product)


- [Week-2](/week2_programming_challenges)[ (pdf) ](/week2_programming_challenges/week2_programming_challenges.pdf)
  * [Small Fibonacci Number](/week2_programming_challenges/1_fibonacci_number)
  * [The Last Digit of a Large Fibonacci Number](/week2_programming_challenges/2_last_digit_of_fibonacci_number)
  * [Greatest Common Divisor](/week2_programming_challenges/3_greatest_common_divisor)
  * [Least Common Multiple](/week2_programming_challenges/4_least_common_multiple)
  * [Huge Fibonacci Number modulo m](/week2_programming_challenges/5_fibonacci_number_again)
  * [Last Digit of a Sum of Fibonacci Numbers](/week2_programming_challenges/)
  * [Last Digit of a Partial Sum of Fibonacci Numbers](/week2_programming_challenges/)
  * [Last Digit of the Sum of Squares of Fibonacci Numbers](/week2_programming_challenges/)
  
  
- [Week-3](/week3_programming_challenges)[ (pdf) ](/week2_programming_challenges/week2_programming_challenges.pdf)
  * [Money Change](/week3_programming_challenges/1_money_change)
  * [Maximum Value of the Loot (Fractional Knapsack)](/week3_programming_challenges/2_maximum_value_of_the_loot)
  * [Maximum Advertisement Revenue (Maximum Dot Product)](/week3_programming_challenges/3_maximum_advertisement_revenue)
  * [Collecting Signatures (Covering Segments by Points)](/week3_programming_challenges/4_collecting_signatures)
  * [Maximum Number of Prizes (Different Summands)](/week3_programming_challenges/5_maximum_number_of_prizes)
  * [Maximum Salary (Largest Number)](/week3_programming_challenges/6_maximum_salary)


- [Week-4](/week4_programming_challenges)[ (pdf) ](/week4_programming_challenges/week4_divide_and_conquer.pdf)
  * [binary search](/week4_programming_challenges/1_binary_search)
  * [majority element](/week4_programming_challenges/2_majority_element)
  * [improving quicksort](/week4_programming_challenges/3_improving_quicksort)
  * [number of inversions](/week4_programming_challenges/4_number_of_inversions)
  * [organizing a lottery](https://github.com/AbdallahHemdan/Algorithmic-Toolbox-San-Diego/blob/master/week4_programming_challenges/5_organizing%20a%20lottery/organizing%20a%20lottery.cpp)
  * [closest points](https://github.com/AbdallahHemdan/Algorithmic-Toolbox-San-Diego/blob/master/week4_programming_challenges/6_Closest_Points/Closest_Points.cpp)
  
  
- [Week-5](/week5_programming_challenges)[ (pdf) ](/week5_programming_challenges/week5_dynamic_programming1.pdf)
  * [money change again](https://github.com/AbdallahHemdan/Algorithmic-Toolbox-San-Diego/blob/master/week5_programming_challenges/1_money_change_again/change_dp.cpp)
  * [primitive calculator](/week4_programming_challenges/2_majority_element)
  * [edit distance](https://github.com/AbdallahHemdan/Algorithmic-Toolbox-San-Diego/blob/master/week5_programming_challenges/3_edit_distance/edit_distance.cpp)
  * [longest common subsequence of two sequences](https://github.com/AbdallahHemdan/Algorithmic-Toolbox-San-Diego/blob/master/week5_programming_challenges/4_longest_common_subsequence_of_two_sequences/lcs2.cpp)
  * [longest common subsequence of three sequences](https://github.com/AbdallahHemdan/Algorithmic-Toolbox-San-Diego/blob/master/week5_programming_challenges/5_longest_common_subsequence_of_three_sequences/lcs3.cpp)
  
  
- [Week-6](/week6_programming_challenges)[ (pdf) ](/week6_programming_challenges/week6_dynamic_programming1.pdf)
  * [maximum amount of gold](/week6_programming_challenges/1_maximum_amount_of_gold)
  * [partitioning souvenirs](/week6_programming_challenges/2_partitioning_souvenirs)
  * [maximum value of an arithmetic expression](/week6_programming_challenges/3_maximum_value_of_an_arithmetic_expression)
  



## 🎉 Certificate
<img
  src=""Algorithmic Toolbox.png""
  alt=""Alt text""
  title=""Optional title""
  style=""display: inline-block; margin: 0 auto; max-width: 400px"">





",['Esraa-alii'],1,0.66,0,,,,,,1,,,,
